Index,EmpCode,EState,Division,CropType,Field,Area (Ha),NumberOfTree,Type
1575,1071913,EST,UD,T,OTH,0.8,9257,O
1576,1072014,EST,UD,T,8B,0.3,2993,R
1577,1072519,EST,UD,T,5,5.0,31505,R
1578,709222,EST,UD,T,9,6.3,48919,R
1579,709323,EST,UD,T,6B,0.8,9257,R
1580,709424,EST,UD,T,GEN,3.0,17631,R
1581,709525,EST,UD,T,OTH,0.8,9257,O
1582,709626,EST,UD,T,6,12.5,96063,R
1583,709727,EST,UD,T,10,16.0,124000,R
1584,822342,EST,UD,T,7A,0.8,9653,R
1585,822544,EST,UD,T,5,5.0,31505,R
1586,822948,EST,UD,T,9,6.3,48919,R
1587,1074034,EST,UD,T,6B,0.8,9257,R
1588,419655,EST,UD,T,GEN,3.0,17631,R
1589,519645,EST,MD,T,6,12.5,96063,R
1590,819615,EST,HO,T,10,16.0,124000,R
1591,277851,EST,UD,T,7A,0.8,9653,R
1592,278154,EST,UD,T,5,5.0,31505,R
1593,278457,EST,UD,T,9,6.3,48919,R
1594,278962,EST,UD,T,6B,0.8,9257,R
1595,279164,EST,UD,T,GEN,3.0,17631,R
1596,279568,EST,UD,T,OTH,0.8,9257,O
1597,280982,EST,UD,T,8B,0.3,2993,R
1598,293708,EST,UD,V,VHR,0.5,5855,O
1599,299768,EST,UD,B,STL,5.0,31505,R
1600,299869,EST,UD,T,7A,0.8,9653,R
1601,301283,EST,UD,T,5,5.0,31505,R
1602,301586,EST,UD,T,9,6.3,48919,R
1603,301788,EST,UD,T,6B,0.8,9257,R
1604,302495,EST,UD,T,GEN,3.0,17631,R
1605,305222,EST,UD,T,OTH,0.8,9257,O
1606,309969,EST,UD,T,8B,0.3,2993,R
1607,320170,EST,UD,V,VHR,0.5,5855,O
1608,320473,EST,UD,B,STL,5.0,31505,R
1609,321988,EST,UD,T,6,12.5,96063,R
1610,327745,EST,UD,T,10,16.0,124000,R
1611,333906,EST,UD,T,7A,0.8,9653,R
1612,335118,EST,UD,T,5,5.0,31505,R
1613,342794,EST,UD,T,9,6.3,48919,R
1614,343804,EST,UD,T,6B,0.8,9257,R
1615,345521,EST,UD,T,5,5.0,31505,R
1616,346632,EST,UD,T,9,6.3,48919,R
1617,348248,EST,UD,T,6B,0.8,9257,R
1618,353904,EST,UD,T,GEN,3.0,17631,R
1619,354813,EST,UD,T,OTH,0.8,9257,O
1620,355217,EST,UD,T,6,12.5,96063,R
1621,362994,EST,UD,T,10,16.0,124000,R
1622,364913,EST,UD,T,7A,0.8,9653,R
1623,365317,EST,UD,T,5,5.0,31505,R
1624,366630,EST,UD,T,9,6.3,48919,R
1625,367842,EST,UD,T,6B,0.8,9257,R
1626,368448,EST,UD,T,GEN,3.0,17631,R
1627,369660,EST,UD,T,6,12.5,96063,R
1628,369862,EST,UD,T,10,16.0,124000,R
1629,373498,EST,UD,T,7A,0.8,9653,R
1630,374508,EST,UD,T,5,5.0,31505,R
1631,377841,EST,UD,T,9,6.3,48919,R
1632,378043,EST,UD,T,6B,0.8,9257,R
1633,379053,EST,UD,T,GEN,3.0,17631,R
1634,396223,EST,UD,T,OTH,0.8,9257,O
1635,397738,EST,UD,T,8B,0.3,2993,R
1636,398849,EST,UD,V,VHR,0.5,5855,O
1637,400061,EST,UD,B,STL,5.0,31505,R
1638,405818,EST,UD,T,7A,0.8,9653,R
1639,406121,EST,UD,T,5,5.0,31505,R
1640,410464,EST,UD,T,9,6.3,48919,R
1641,410565,EST,UD,T,6B,0.8,9257,R
1642,410666,EST,UD,T,GEN,3.0,17631,R
1643,412484,EST,UD,T,OTH,0.8,9257,O
1644,417736,EST,UD,T,8B,0.3,2993,R
1645,419453,EST,UD,V,VHR,0.5,5855,O
1646,419857,EST,UD,B,STL,5.0,31505,R
1647,420766,EST,UD,T,6,12.5,96063,R
1648,424503,EST,UD,T,10,16.0,124000,R
1649,425008,EST,UD,T,7A,0.8,9653,R
1650,425715,EST,UD,T,5,5.0,31505,R
1651,426018,EST,UD,T,9,6.3,48919,R
1652,426523,EST,UD,T,6B,0.8,9257,R
1653,428341,EST,UD,T,5,5.0,31505,R
1654,429250,EST,UD,T,9,6.3,48919,R
1655,429856,EST,UD,T,6B,0.8,9257,R
1656,430058,EST,UD,T,GEN,3.0,17631,R
1657,436118,EST,UD,T,OTH,0.8,9257,O
1658,436421,EST,UD,T,6,12.5,96063,R
1659,437128,EST,UD,T,10,16.0,124000,R
1660,437229,EST,UD,T,7A,0.8,9653,R
1661,439855,EST,UD,T,5,5.0,31505,R
1662,440057,EST,UD,T,9,6.3,48919,R
1663,443188,EST,UD,T,6B,0.8,9257,R
1664,443592,EST,UD,T,GEN,3.0,17631,R
1665,443895,EST,UD,T,6,12.5,96063,R
1666,445511,EST,UD,T,10,16.0,124000,R
1667,445612,EST,UD,T,7A,0.8,9653,R
1668,445814,EST,UD,T,5,5.0,31505,R
1669,446521,EST,UD,T,9,6.3,48919,R
1670,448036,EST,UD,T,6B,0.8,9257,R
1671,451066,EST,UD,T,GEN,3.0,17631,R
1672,451268,EST,UD,T,OTH,0.8,9257,O
1673,451369,EST,UD,T,8B,0.3,2993,R
1674,452379,EST,UD,V,VHR,0.5,5855,O
1675,452581,EST,UD,B,STL,5.0,31505,R
1676,452884,EST,UD,T,7A,0.8,9653,R
1677,453187,EST,UD,T,GEN,3.0,17631,R
1678,454500,EST,UD,T,OTH,0.8,9257,O
1679,454803,EST,UD,T,8B,0.3,2993,R
1680,455005,EST,UD,V,VHR,0.5,5855,O
1681,456419,EST,UD,B,STL,5.0,31505,R
1682,460156,EST,UD,T,7A,0.8,9653,R
1683,467630,EST,UD,T,5,5.0,31505,R
1684,467933,EST,UD,T,9,6.3,48919,R
1685,468135,EST,UD,T,6B,0.8,9257,R
1686,468337,EST,UD,T,GEN,3.0,17631,R
1687,468539,EST,UD,T,OTH,0.8,9257,O
1688,469246,EST,UD,T,8B,0.3,2993,R
1689,470458,EST,UD,V,VHR,0.5,5855,O
1690,470862,EST,UD,B,STL,5.0,31505,R
1691,471165,EST,UD,T,6,12.5,96063,R
1692,471872,EST,UD,T,10,16.0,124000,R
1693,471973,EST,UD,T,7A,0.8,9653,R
1694,472781,EST,UD,T,GEN,3.0,17631,R
1695,472983,EST,UD,T,OTH,0.8,9257,O
1696,473185,EST,UD,T,8B,0.3,2993,R
1697,473488,EST,UD,V,VHR,0.5,5855,O
1698,473791,EST,UD,B,STL,5.0,31505,R
1699,473993,EST,UD,T,7A,0.8,9653,R
1700,474397,EST,UD,T,5,5.0,31505,R
1701,474498,EST,UD,T,9,6.3,48919,R
1702,481265,EST,UD,T,6B,0.8,9257,R
1703,481669,EST,UD,T,GEN,3.0,17631,R
1704,484295,EST,UD,T,OTH,0.8,9257,O
1705,484497,EST,UD,T,8B,0.3,2993,R
1706,485709,EST,UD,V,VHR,0.5,5855,O
1707,489850,EST,UD,B,STL,5.0,31505,R
1708,490052,EST,UD,T,6,12.5,96063,R
1709,490557,EST,UD,T,10,16.0,124000,R
1710,490759,EST,UD,T,GEN,3.0,17631,R
1711,490860,EST,UD,T,OTH,0.8,9257,O
1712,492072,EST,UD,T,8B,0.3,2993,R
1713,493082,EST,UD,V,VHR,0.5,5855,O
1714,494597,EST,UD,B,STL,5.0,31505,R
1715,496516,EST,UD,T,7A,0.8,9653,R
1716,497425,EST,UD,T,5,5.0,31505,R
1717,498031,EST,UD,T,9,6.3,48919,R
1718,498637,EST,UD,T,6B,0.8,9257,R
1719,498940,EST,UD,T,GEN,3.0,17631,R
1720,499344,EST,UD,T,OTH,0.8,9257,O
1721,501162,EST,UD,T,8B,0.3,2993,R
1722,501566,EST,UD,V,VHR,0.5,5855,O
1723,507323,EST,UD,B,STL,5.0,31505,R
1724,512070,EST,UD,T,6,12.5,96063,R
1725,515201,EST,UD,T,10,16.0,124000,R
1726,519948,EST,UD,T,7A,0.8,9653,R
1727,520150,EST,UD,T,5,5.0,31505,R
1728,520352,EST,UD,T,9,6.3,48919,R
1729,520453,EST,UD,T,6B,0.8,9257,R
1730,520857,EST,UD,T,5,5.0,31505,R
1731,520958,EST,UD,T,9,6.3,48919,R
1732,521261,EST,UD,T,6B,0.8,9257,R
1733,521463,EST,UD,T,GEN,3.0,17631,R
1734,521766,EST,UD,T,6,12.5,96063,R
1735,522170,EST,UD,T,10,16.0,124000,R
1736,524998,EST,UD,T,7A,0.8,9653,R
1737,526715,EST,UD,T,5,5.0,31505,R
1738,528331,EST,UD,T,9,6.3,48919,R
1739,528432,EST,UD,T,6B,0.8,9257,R
1740,528735,EST,UD,T,GEN,3.0,17631,R
1741,530452,EST,UD,T,OTH,0.8,9257,O
1742,531361,EST,UD,T,8B,0.3,2993,R
1743,531866,EST,UD,V,VHR,0.5,5855,O
1744,532068,EST,UD,B,STL,5.0,31505,R
1745,532371,EST,UD,T,7A,0.8,9653,R
1746,532775,EST,UD,T,GEN,3.0,17631,R
1747,541986,EST,UD,T,OTH,0.8,9257,O
1748,542067,EST,UD,T,8B,0.3,2993,R
1749,542269,EST,UD,V,VHR,0.5,5855,O
1750,542673,EST,UD,B,STL,5.0,31505,R
1751,542774,EST,UD,T,7A,0.8,9653,R
1752,542976,EST,UD,T,5,5.0,31505,R
1753,543077,EST,UD,T,9,6.3,48919,R
1754,543178,EST,UD,T,6B,0.8,9257,R
1755,543279,EST,UD,T,GEN,3.0,17631,R
1756,543885,EST,UD,T,OTH,0.8,9257,O
1757,544087,EST,UD,T,5,5.0,31505,R
1758,544289,EST,UD,T,9,6.3,48919,R
1759,544491,EST,UD,T,6B,0.8,9257,R
1760,544794,EST,UD,T,GEN,3.0,17631,R
1761,544996,EST,UD,T,OTH,0.8,9257,O
1762,545097,EST,UD,T,5,5.0,31505,R
1763,545501,EST,UD,T,9,6.3,48919,R
1764,545703,EST,UD,T,6B,0.8,9257,R
1765,545905,EST,UD,T,GEN,3.0,17631,R
1766,546006,EST,UD,T,6,12.5,96063,R
1767,546208,EST,UD,T,10,16.0,124000,R
1768,546410,EST,UD,T,7A,0.8,9653,R
1769,546511,EST,UD,T,5,5.0,31505,R
1770,546612,EST,UD,T,9,6.3,48919,R
1771,546713,EST,UD,T,6B,0.8,9257,R
1772,546915,EST,UD,T,GEN,3.0,17631,R
1773,547016,EST,UD,T,OTH,0.8,9257,O
1774,547622,EST,UD,T,8B,0.3,2993,R
1775,548228,EST,UD,V,VHR,0.5,5855,O
1776,548329,EST,UD,B,STL,5.0,31505,R
1777,548430,EST,UD,T,7A,0.8,9653,R
1778,548632,EST,UD,T,GEN,3.0,17631,R
1779,549339,EST,UD,T,OTH,0.8,9257,O
1780,549440,EST,UD,T,5,5.0,31505,R
1781,549541,EST,UD,T,9,6.3,48919,R
1782,549743,EST,UD,T,6B,0.8,9257,R
1783,549844,EST,UD,T,GEN,3.0,17631,R
1784,549945,EST,UD,T,6,12.5,96063,R
1785,550046,EST,UD,T,10,16.0,124000,R
1786,550248,EST,UD,T,7A,0.8,9653,R
1787,550349,EST,UD,T,5,5.0,31505,R
1788,550450,EST,UD,T,9,6.3,48919,R
1789,550854,EST,UD,T,6B,0.8,9257,R
1790,554894,EST,UD,T,GEN,3.0,17631,R
1791,555298,EST,UD,T,OTH,0.8,9257,O
1792,555399,EST,UD,T,8B,0.3,2993,R
1793,555904,EST,UD,V,VHR,0.5,5855,O
1794,556005,EST,UD,B,STL,5.0,31505,R
1795,556308,EST,UD,T,7A,0.8,9653,R
1796,557217,EST,UD,T,GEN,3.0,17631,R
1797,557318,EST,UD,T,OTH,0.8,9257,O
1798,557520,EST,UD,T,8B,0.3,2993,R
1799,557621,EST,UD,V,VHR,0.5,5855,O
1800,557722,EST,UD,B,STL,5.0,31505,R
1801,557823,EST,UD,T,7A,0.8,9653,R
1802,557924,EST,UD,T,5,5.0,31505,R
1803,558025,EST,UD,T,9,6.3,48919,R
1804,558126,EST,UD,T,6B,0.8,9257,R
1805,558227,EST,UD,T,GEN,3.0,17631,R
1806,558328,EST,UD,T,OTH,0.8,9257,O
1807,558429,EST,UD,T,8B,0.3,2993,R
1808,558530,EST,UD,V,VHR,0.5,5855,O
1809,558631,EST,UD,B,STL,5.0,31505,R
1810,558732,EST,UD,T,5,5.0,31505,R
1811,559136,EST,UD,T,9,6.3,48919,R
1812,562166,EST,UD,T,6B,0.8,9257,R
1813,562267,EST,UD,T,GEN,3.0,17631,R
1814,563782,EST,UD,T,6,12.5,96063,R
1815,563883,EST,UD,T,10,16.0,124000,R
1816,564590,EST,UD,T,7A,0.8,9653,R
1817,564691,EST,UD,T,5,5.0,31505,R
1818,564893,EST,UD,T,9,6.3,48919,R
1819,564994,EST,UD,T,6B,0.8,9257,R
1820,565095,EST,UD,T,GEN,3.0,17631,R
1821,565196,EST,UD,T,OTH,0.8,9257,O
1822,565297,EST,UD,T,8B,0.3,2993,R
1823,565398,EST,UD,V,VHR,0.5,5855,O
1824,565499,EST,UD,B,STL,5.0,31505,R
1825,565600,EST,UD,T,7A,0.8,9653,R
1826,565701,EST,UD,T,GEN,3.0,17631,R
1827,565802,EST,UD,T,OTH,0.8,9257,O
1828,565903,EST,UD,T,8B,0.3,2993,R
1829,566206,EST,UD,T,5,5.0,31505,R
1830,567923,EST,UD,T,9,6.3,48919,R
1831,568024,EST,UD,T,6B,0.8,9257,R
1832,569337,EST,UD,T,GEN,3.0,17631,R
1833,569438,EST,UD,T,6,12.5,96063,R
1834,569943,EST,UD,T,10,16.0,124000,R
1835,570650,EST,UD,T,7A,0.8,9653,R
1836,570751,EST,UD,T,5,5.0,31505,R
1837,571155,EST,UD,T,9,6.3,48919,R
1838,571660,EST,UD,T,6B,0.8,9257,R
1839,571761,EST,UD,T,GEN,3.0,17631,R
1840,574589,EST,UD,T,OTH,0.8,9257,O
1841,574690,EST,UD,T,8B,0.3,2993,R
1842,575094,EST,UD,V,VHR,0.5,5855,O
1843,575296,EST,UD,B,STL,5.0,31505,R
1844,575397,EST,UD,T,7A,0.8,9653,R
1845,575700,EST,UD,T,GEN,3.0,17631,R
1846,575801,EST,UD,T,OTH,0.8,9257,O
1847,575902,EST,UD,T,8B,0.3,2993,R
1848,576003,EST,UD,V,VHR,0.5,5855,O
1849,576306,EST,UD,B,STL,5.0,31505,R
1850,576407,EST,UD,T,7A,0.8,9653,R
1851,576508,EST,UD,T,5,5.0,31505,R
1852,576609,EST,UD,T,9,6.3,48919,R
1853,576811,EST,UD,T,6B,0.8,9257,R
1854,576912,EST,UD,T,GEN,3.0,17631,R
1855,577114,EST,UD,T,OTH,0.8,9257,O
1856,606000,EST,UD,T,5,5.0,31505,R
1857,606101,EST,UD,T,9,6.3,48919,R
1858,606202,EST,UD,T,6B,0.8,9257,R
1859,606303,EST,UD,T,GEN,3.0,17631,R
1860,606404,EST,UD,T,6,12.5,96063,R
1861,608929,EST,UD,T,10,16.0,124000,R
1862,1011010,EST,UD,T,7A,0.8,9653,R
1863,1012525,EST,UD,T,5,5.0,31505,R
1864,1012929,EST,UD,T,9,6.3,48919,R
1865,1014848,EST,UD,T,5,5.0,31505,R
1866,1014949,EST,UD,T,9,6.3,48919,R
1867,1015656,EST,UD,T,6B,0.8,9257,R
1868,1016161,EST,UD,T,GEN,3.0,17631,R
1869,1016767,EST,UD,T,6,12.5,96063,R
1870,1018282,EST,UD,T,10,16.0,124000,R
1871,1018686,EST,UD,T,7A,0.8,9653,R
1872,1018787,EST,UD,T,5,5.0,31505,R
1873,1018989,EST,UD,T,9,6.3,48919,R
1874,1019090,EST,UD,T,6B,0.8,9257,R
1875,1019805,EST,UD,T,GEN,3.0,17631,R
1876,1019696,EST,UD,T,OTH,0.8,9257,O
1877,1019898,EST,UD,T,8B,0.3,2993,R
1878,1019999,EST,UD,V,VHR,0.5,5855,O
1879,1020201,EST,UD,B,STL,5.0,31505,R
1880,1020504,EST,UD,T,7A,0.8,9653,R
1881,1021716,EST,UD,T,GEN,3.0,17631,R
1882,1021817,EST,UD,T,OTH,0.8,9257,O
1883,1021918,EST,UD,T,5,5.0,31505,R
1884,1022019,EST,UD,T,9,6.3,48919,R
1885,1022827,EST,UD,T,6B,0.8,9257,R
1886,1022928,EST,UD,T,GEN,3.0,17631,R
1887,1023332,EST,UD,T,6,12.5,96063,R
1888,1023837,EST,UD,T,10,16.0,124000,R
1889,1024241,EST,UD,T,7A,0.8,9653,R
1890,1024342,EST,UD,T,5,5.0,31505,R
1891,1028281,EST,UD,T,9,6.3,48919,R
1892,1028786,EST,UD,T,6B,0.8,9257,R
1893,2020101,EST,UD,T,GEN,3.0,17631,R
1894,2020202,EST,UD,T,OTH,0.8,9257,O
1895,2020303,EST,UD,T,8B,0.3,2993,R
1896,6060000,EST,UD,V,VHR,0.5,5855,O
1897,6060101,EST,UD,B,STL,5.0,31505,R
1898,6060202,EST,UD,T,7A,0.8,9653,R
1899,6060303,EST,UD,T,GEN,3.0,17631,R
1900,6060404,EST,UD,T,OTH,0.8,9257,O
1901,6060505,EST,UD,T,8B,0.3,2993,R
1902,6060606,EST,UD,V,VHR,0.5,5855,O
1903,6060707,EST,UD,T,5,5.0,31505,R
1904,6060808,EST,UD,T,9,6.3,48919,R
1905,6060909,EST,UD,T,6B,0.8,9257,R
1906,6061010,EST,UD,T,GEN,3.0,17631,R
1907,6061111,EST,UD,T,6,12.5,96063,R
1908,6061212,EST,UD,T,10,16.0,124000,R
1909,6061313,EST,UD,T,7A,0.8,9653,R
1910,6061616,EST,UD,T,5,5.0,31505,R
1911,6061717,EST,UD,T,9,6.3,48919,R
1912,6061818,EST,UD,T,6B,0.8,9257,R
1913,6061919,EST,UD,T,GEN,3.0,17631,R
1914,6062020,EST,UD,T,OTH,0.8,9257,O
1915,6062222,EST,UD,T,8B,0.3,2993,R
1916,6062323,EST,UD,V,VHR,0.5,5855,O
1917,6062424,EST,UD,B,STL,5.0,31505,R
1918,6062525,EST,UD,T,7A,0.8,9653,R
1919,6062727,EST,UD,T,GEN,3.0,17631,R
1920,6062828,EST,UD,T,OTH,0.8,9257,O
1921,6062929,EST,UD,T,8B,0.3,2993,R
1922,6063333,EST,UD,V,VHR,0.5,5855,O
1923,6063434,EST,UD,B,STL,5.0,31505,R
1924,6063535,EST,UD,T,7A,0.8,9653,R
1925,6063636,EST,UD,T,5,5.0,31505,R
1926,6063737,EST,UD,T,9,6.3,48919,R
1927,6063838,EST,UD,T,6B,0.8,9257,R
1928,6063939,EST,UD,T,GEN,3.0,17631,R
1929,6064040,EST,UD,T,OTH,0.8,9257,O
1930,6064141,EST,UD,T,5,5.0,31505,R
1931,6064242,EST,UD,T,9,6.3,48919,R
1932,6064848,EST,UD,T,6B,0.8,9257,R
